user id,age,gender,occupation,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
883,49,M,librarian,0,53,27,3,7,97,24,4,124,1,4,8,5,15,75,25,52,20,4
884,44,M,engineer,0,5,1,0,0,5,2,0,32,0,0,0,0,1,11,2,6,1,1
885,30,F,other,0,21,14,15,23,46,5,0,35,2,0,1,17,3,25,11,12,8,1
886,20,M,student,0,80,34,5,11,84,25,3,91,3,2,12,8,5,41,31,56,22,4
887,14,F,student,0,39,40,17,43,61,8,2,47,7,1,8,19,1,19,28,22,11,2
888,41,M,scientist,0,1,0,0,0,10,1,1,9,0,0,0,0,1,11,0,1,4,0
889,24,M,technician,0,85,41,8,12,117,33,5,125,5,7,8,13,18,57,37,72,31,11
890,32,M,student,0,29,23,6,10,30,4,1,42,1,5,17,6,6,17,26,16,20,3
891,51,F,administrator,0,13,7,0,0,11,2,0,25,0,0,0,1,2,14,3,12,5,0
892,36,M,other,0,64,45,21,35,69,19,0,69,6,3,8,19,10,43,32,38,24,9
893,25,M,student,0,24,10,4,5,20,4,0,14,2,0,2,0,2,15,15,17,8,0
894,47,M,educator,0,37,16,1,1,50,22,3,146,2,4,4,3,18,54,19,56,18,1
895,31,F,librarian,0,7,5,1,2,8,1,0,4,0,0,1,0,1,8,3,6,2,0
896,28,M,writer,0,117,54,16,22,91,31,2,138,5,9,26,15,24,57,52,81,36,13
897,30,M,other,0,57,35,11,26,56,12,0,55,5,3,14,15,6,32,28,40,20,10
898,23,M,homemaker,0,10,2,0,2,9,5,0,12,0,1,2,1,6,6,5,10,2,0
899,32,M,other,0,48,25,4,7,40,6,1,48,1,1,3,6,6,32,21,30,20,6
900,60,M,retired,0,5,2,0,0,10,3,0,21,0,1,4,3,4,9,4,11,8,2
901,38,M,executive,0,37,30,3,24,56,4,0,28,2,1,4,7,3,27,25,17,13,2
902,45,F,artist,0,20,9,4,7,10,6,0,19,1,1,1,4,7,9,12,15,10,0
903,28,M,educator,0,25,10,3,3,35,20,2,67,1,3,6,3,7,13,12,29,14,2
904,17,F,student,0,5,4,0,0,22,1,0,17,0,0,2,3,3,36,1,8,2,1
905,27,M,other,0,10,1,0,0,10,5,0,21,0,1,0,1,5,9,2,16,4,0
906,45,M,librarian,0,5,2,3,1,4,9,0,27,0,1,1,1,3,9,3,11,5,0
907,25,F,other,0,27,15,3,7,45,9,1,70,1,0,5,4,9,40,10,32,15,1
908,44,F,librarian,0,16,6,0,3,20,8,1,29,2,5,6,2,7,17,11,25,11,0
909,50,F,educator,0,3,0,0,1,5,0,0,21,0,0,1,2,1,6,0,2,3,0
910,28,M,healthcare,0,27,13,1,1,7,12,0,27,0,0,3,1,4,9,10,24,6,0
911,37,F,writer,0,16,16,11,21,35,2,0,32,2,2,4,16,6,19,10,10,9,2
912,51,M,other,0,6,8,2,5,16,5,0,22,1,3,3,8,4,13,6,6,6,3
913,27,M,student,0,32,20,11,13,35,11,0,53,1,4,8,12,4,21,27,28,14,1
914,44,F,other,0,1,0,0,0,13,0,0,12,0,0,0,2,0,21,0,1,0,0
915,50,M,entertainment,0,5,1,0,1,4,4,0,13,0,2,2,0,5,4,3,11,1,0
916,27,M,engineer,0,86,46,5,9,95,24,1,134,6,3,12,12,8,64,43,74,31,8
917,22,F,student,0,6,2,2,2,11,4,0,18,0,0,0,2,3,11,2,7,4,0
918,40,M,scientist,0,7,7,1,6,40,2,2,54,1,3,2,7,4,28,6,5,11,0
919,25,M,other,0,38,22,9,24,61,14,1,108,5,1,12,11,14,46,21,51,15,0
920,30,F,artist,0,5,1,0,0,2,5,0,15,0,2,3,0,6,6,2,13,2,0
921,20,F,student,0,34,32,6,20,42,4,0,33,7,1,2,5,6,27,19,15,10,1
922,29,F,administrator,0,45,29,8,12,47,7,0,31,2,1,10,14,3,28,31,19,13,2
923,21,M,student,0,25,13,1,2,18,12,0,25,2,1,3,0,6,12,9,26,4,0
924,29,M,other,0,22,13,4,2,15,10,1,41,1,0,2,3,1,19,11,18,11,1
925,18,F,salesman,0,4,0,0,0,2,5,0,12,1,1,14,0,5,3,1,16,1,0
926,49,M,entertainment,0,3,0,0,0,3,1,0,13,0,1,1,1,2,3,1,7,2,0
927,23,M,programmer,0,34,25,14,27,57,6,0,21,5,0,3,11,3,24,20,19,4,0
928,21,M,student,0,10,5,1,2,9,2,1,15,0,0,1,0,5,9,4,8,2,0
929,44,M,scientist,0,14,5,1,3,9,6,1,27,1,3,1,2,4,8,10,13,12,2
930,28,F,scientist,0,18,9,2,3,25,2,0,24,1,0,1,2,1,15,8,10,9,0
931,60,M,educator,0,16,6,0,1,13,5,1,35,0,1,0,1,3,14,9,13,10,0
932,58,M,educator,0,48,39,7,11,64,10,4,92,3,8,16,7,15,35,32,37,24,11
933,28,M,student,0,71,30,2,6,71,18,0,54,2,3,15,9,4,23,34,33,20,9
934,61,M,engineer,0,38,25,6,15,63,9,2,68,4,4,7,19,8,36,27,21,15,5
935,42,M,doctor,0,15,8,1,1,9,3,0,18,0,0,0,0,1,12,3,11,4,0
936,24,M,other,0,27,13,1,4,48,13,2,68,0,0,3,3,7,31,14,28,5,0
937,48,M,educator,0,6,3,1,2,12,2,1,25,0,0,0,0,1,9,3,4,4,0
938,38,F,technician,0,35,17,5,11,40,6,0,32,2,1,4,4,5,21,15,32,8,1
939,26,F,student,0,18,10,1,1,15,3,0,18,1,0,1,1,1,10,8,12,3,0
940,32,M,administrator,0,23,12,2,5,42,7,0,48,0,3,4,7,3,24,19,20,15,0
941,20,M,student,0,10,7,3,2,7,1,0,5,0,0,0,1,1,1,8,7,1,0
942,48,F,librarian,0,18,11,4,13,22,0,0,31,2,1,3,5,9,17,6,20,10,3
943,22,M,student,0,64,35,2,9,56,18,0,57,2,0,14,4,3,33,22,35,15,9
